title,link,views,watched
Leaving No Input Unsanitized - Gabriel Aubut-Lussier - CppCon 2019,https://www.youtube.com/watch?v=IDiLUhdUPPI,1526,
Catching New Tricks - Martin Hořeňovský - CppCon 2019,https://www.youtube.com/watch?v=Lt_o998gtr8,1471,
I SPY with my little eye Boost.Predef in a constexpr world - Joel Falcou - CppCon 2019,https://www.youtube.com/watch?v=t406o2EhG-A,1454,
Finding Strings in Large Files - Ondrej Dobias - CppCon 2019,https://www.youtube.com/watch?v=74bgtVJymv0,1424,
OSM Scout library - Swiss knife for geographic data (in C++) - Lukas Karas - CppCon 2019,https://www.youtube.com/watch?v=PAYzJ3pUyJU,1378,
A Conversion Story: Improving from_chars and to_chars in C++17 - Javier Estrada - CppCon 2019,https://www.youtube.com/watch?v=7HB4AejLHZs,1328,
test_resource: The pmr Detective - Attila Fehér - CppCon 2019,https://www.youtube.com/watch?v=vijveMT2OCY,1124,
observe me not - a short story about smart pointers - Mark Zeren - CppCon 2019,https://www.youtube.com/watch?v=LYeFGiYaOaE,1049,
Arguments over Arguments you already know this... - Adi Shavit - CppCon 2019,https://www.youtube.com/watch?v=KkjKkGuQUqU,1045,
Alternate Priorities - Chris Uzdavinis - CppCon 2019,https://www.youtube.com/watch?v=BiLB_Ivz9Pg,1014,
CppCon 2019: Noel Tchidjo “Simple RPC server for database access”,https://www.youtube.com/watch?v=6xCf9mLoIzE,926,
Reducing immediate dangling? - Peter Sommerlad - CppCon 2019,https://www.youtube.com/watch?v=6q_AfccK4bs,896,
Programs Vs Puzzles - Ran Regev [ CppCon 2019 ],https://www.youtube.com/watch?v=B788kH9jO-s,829,
Starting and Running C++ User Groups - Jens Weller - CppCon 2019,https://www.youtube.com/watch?v=DBA21neTRAs,778,
